img_id	confidence	recall	area
biodiversity_1223	0.362764	0.324402	0.00797272
biodiversity_1224	0.376626	0.413478	0.01086807
biodiversity_1226	0.375242	0.390157	0.02991867
biodiversity_1229	0.882372	0.932838	0.04930115
biodiversity_1230	0.773577	0.809379	0.01000595
biodiversity_1231	0.044499	0.000000	0.00025558
biodiversity_1232	0.581330	0.630043	0.01163101
biodiversity_1233	0.814839	0.855220	0.04307938
biodiversity_1235	0.450962	0.494481	0.00345612
biodiversity_1238	0.016370	0.000000	0.00160599
biodiversity_1239	0.864653	0.879093	0.05906296
biodiversity_1240	0.889456	0.914770	0.12250137
biodiversity_1242	0.936863	0.963417	0.12043762
biodiversity_1243	0.943415	0.962777	0.07368469
biodiversity_1244	0.780816	0.821716	0.03228760
biodiversity_1247	0.845703	0.896599	0.08905792
biodiversity_1249	0.004180	0.000000	0.00021744
biodiversity_1251	0.005829	0.000000	0.00062561
biodiversity_1252	0.316292	0.364702	0.01171494
biodiversity_1253	0.222481	0.197476	0.01118469
biodiversity_1254	0.842477	0.889630	0.00743103
biodiversity_1255	0.858665	0.915785	0.06201172
biodiversity_1258	0.834364	0.885907	0.04533768
biodiversity_1259	0.590530	0.659713	0.02980804
biodiversity_1260	0.380679	0.414579	0.00167465
biodiversity_1269	0.799339	0.836727	0.03878403
biodiversity_1274	0.932087	0.953099	0.02049637
biodiversity_1275	0.911618	0.944910	0.02001190
biodiversity_1276	0.850393	0.935927	0.00500107
biodiversity_1280	0.742803	0.780022	0.01038742
biodiversity_1284	0.804667	0.856377	0.00711823
biodiversity_1285	0.880346	0.916955	0.03197098
biodiversity_1286	0.860462	0.887788	0.06234741
biodiversity_1288	0.863880	0.900010	0.07599640
biodiversity_1290	0.525461	0.573477	0.00212860
biodiversity_1299	0.001237	0.000000	0.00084686
biodiversity_1300	0.002039	0.000000	0.00038528
biodiversity_1301	0.422425	0.386197	0.00259781
biodiversity_1302	0.837555	0.876067	0.08181381
biodiversity_1304	0.861393	0.891606	0.05117035
biodiversity_1305	0.853984	0.887457	0.05653763
biodiversity_1306	0.822064	0.861343	0.03386688
biodiversity_1308	0.894089	0.924322	0.02192688
biodiversity_1311	0.878213	0.916579	0.09424591
biodiversity_1312	0.904589	0.940447	0.05630493
biodiversity_1313	0.787270	0.838733	0.01577759
biodiversity_1316	0.259163	0.280407	0.00975418
biodiversity_1320	0.867103	0.905832	0.02223969
biodiversity_1321	0.890367	0.912647	0.03725052
biodiversity_1322	0.932939	0.949936	0.01501083
biodiversity_1323	0.863872	0.917484	0.05330276
biodiversity_1324	0.813051	0.835456	0.06319809
biodiversity_1325	0.913978	0.944102	0.00989532
biodiversity_1328	0.908418	0.929761	0.02612305
biodiversity_1329	0.826567	0.846420	0.03852463
biodiversity_1330	0.591364	0.637958	0.01240158
biodiversity_1331	0.944127	0.968742	0.08737946
biodiversity_1332	0.934711	0.957632	0.11380768
biodiversity_1334	0.918214	0.967742	0.00118256
biodiversity_1335	0.832504	0.879417	0.07437515
biodiversity_1336	0.862793	0.914573	0.10900116
biodiversity_1337	0.783158	0.840524	0.03580856
biodiversity_1348	0.635249	0.731278	0.00259781
biodiversity_1350	0.905919	0.939659	0.05057526
biodiversity_1351	0.728307	0.792610	0.00825882
biodiversity_1352	0.854288	0.879038	0.05597687
biodiversity_1353	0.862573	0.886373	0.04867935
biodiversity_1356	0.794704	0.852324	0.11161804
biodiversity_1358	0.855842	0.891449	0.10809708
biodiversity_1359	0.753507	0.779635	0.11047745
biodiversity_1361	0.530865	0.604651	0.00770950
biodiversity_1362	0.764699	0.876299	0.00770950
biodiversity_1367	0.788241	0.842213	0.01675415
biodiversity_1368	0.822497	0.869891	0.02239990
biodiversity_1369	0.821499	0.860811	0.00564575
biodiversity_1370	0.829850	0.863022	0.05330276
biodiversity_1371	0.799314	0.814330	0.06319809
biodiversity_1375	0.926956	0.940042	0.03104782
biodiversity_1377	0.609238	0.643046	0.01728058
biodiversity_1378	0.963166	0.984078	0.08026123
biodiversity_1380	0.210964	0.152278	0.00318146
biodiversity_1381	0.851225	0.924573	0.00647354
biodiversity_1383	0.877554	0.927138	0.17292786
biodiversity_1384	0.903945	0.965504	0.04788208
biodiversity_1385	0.829340	0.840444	0.03022003
biodiversity_1387	0.718205	0.736579	0.01982498
biodiversity_1399	0.805131	0.855973	0.03774261
biodiversity_1400	0.825685	0.864559	0.04996490
biodiversity_1404	0.852573	0.885854	0.03910065
biodiversity_1406	0.833676	0.857218	0.20254135
biodiversity_1407	0.794204	0.818837	0.11166382
biodiversity_1408	0.929632	0.960736	0.07461548
biodiversity_1410	0.769536	0.884264	0.00375748
biodiversity_1411	0.294557	0.229442	0.00375748
biodiversity_1415	0.890352	0.929271	0.05452728
biodiversity_1416	0.905886	0.942373	0.05156708
biodiversity_1423	0.762391	0.787549	0.00980377
biodiversity_1430	0.849778	0.890274	0.12178421
biodiversity_1431	0.832589	0.863995	0.03435898
biodiversity_1433	0.694131	0.717913	0.05965042
biodiversity_1447	0.833977	0.873336	0.10287857
biodiversity_1449	0.636992	0.699723	0.04954529
biodiversity_1450	0.696020	0.736743	0.04244232
biodiversity_1451	0.891439	0.931682	0.06622314
biodiversity_1452	0.885005	0.918647	0.16744614
biodiversity_1453	0.889584	0.917685	0.28009415
biodiversity_1454	0.853911	0.880352	0.17924500
biodiversity_1455	0.881510	0.913472	0.07939911
biodiversity_1456	0.930244	0.959040	0.07217789
biodiversity_1457	0.461348	0.523883	0.01229858
biodiversity_1458	0.454725	0.490695	0.01229858
biodiversity_1461	0.238106	0.265823	0.00452042
biodiversity_1463	0.853299	0.886705	0.11431122
biodiversity_1464	0.864726	0.913072	0.01167297
biodiversity_1465	0.942417	0.982855	0.03537750
biodiversity_1466	0.958301	0.992436	0.02370453
biodiversity_1477	0.785082	0.817459	0.07437515
biodiversity_1478	0.861005	0.895266	0.10056305
biodiversity_1479	0.826287	0.865826	0.05686188
biodiversity_1480	0.192464	0.170373	0.00960541
biodiversity_1495	0.826674	0.864127	0.07498932
biodiversity_1496	0.373436	0.467271	0.01934814
biodiversity_1497	0.766541	0.827607	0.03808212
biodiversity_1499	0.856389	0.889814	0.13055420
biodiversity_1500	0.852942	0.885240	0.19422531
biodiversity_1501	0.766585	0.797563	0.09644318
biodiversity_1502	0.913994	0.974735	0.02053452
biodiversity_1508	0.851284	0.882492	0.01941299
biodiversity_1510	0.874465	0.904794	0.18843842
biodiversity_1511	0.893549	0.936365	0.07685089
biodiversity_1513	0.919736	0.956233	0.04079056
biodiversity_1514	0.841488	0.905603	0.00755692
biodiversity_1526	0.907792	0.938492	0.06753922
biodiversity_1539	0.127361	0.143582	0.00977707
biodiversity_1540	0.660720	0.675335	0.06204987
biodiversity_1542	0.857569	0.886486	0.08855057
biodiversity_1543	0.850505	0.881463	0.04338074
biodiversity_1545	0.902199	0.934962	0.03184891
biodiversity_1546	0.862627	0.898527	0.15559769
biodiversity_1547	0.890759	0.923994	0.12542343
biodiversity_1548	0.771362	0.911765	0.00311279
biodiversity_1549	0.776556	0.898272	0.01743698
biodiversity_1551	0.633148	0.729287	0.01979828
biodiversity_1552	0.684152	0.774759	0.01979828
biodiversity_1553	0.897364	0.958834	0.03113556
biodiversity_1555	0.881693	0.942351	0.02177048
biodiversity_1556	0.870882	0.906325	0.12876511
biodiversity_1557	0.888757	0.925985	0.20100403
biodiversity_1558	0.917946	0.951605	0.16017151
biodiversity_1560	0.808539	0.891988	0.01709366
biodiversity_1561	0.612029	0.810197	0.00755692
biodiversity_1571	0.699927	0.739186	0.00599670
biodiversity_1572	0.914185	0.946655	0.07344055
biodiversity_1574	0.550618	0.582785	0.00695801
biodiversity_1575	0.498650	0.503006	0.00190353
biodiversity_1585	0.743014	0.760411	0.02299118
biodiversity_1586	0.835419	0.859391	0.08024979
biodiversity_1587	0.845991	0.876563	0.12905502
biodiversity_1588	0.831197	0.866129	0.14432907
biodiversity_1589	0.809623	0.846816	0.16306305
biodiversity_1590	0.784433	0.815776	0.09053040
biodiversity_1594	0.835154	0.896431	0.08250427
biodiversity_1595	0.593278	0.835616	0.00055695
biodiversity_1597	0.863793	0.941402	0.01692581
biodiversity_1599	0.867052	0.916112	0.03610611
biodiversity_1600	0.942645	0.972668	0.04940796
biodiversity_1603	0.861814	0.899917	0.05984116
biodiversity_1604	0.876777	0.912214	0.15600204
biodiversity_1605	0.846257	0.876496	0.15363312
biodiversity_1606	0.856300	0.892022	0.07698059
biodiversity_1607	0.944400	0.980704	0.02016449
biodiversity_1620	0.864467	0.895992	0.09917450
biodiversity_1621	0.796991	0.831972	0.05371475
biodiversity_1631	0.907839	0.942704	0.02569962
biodiversity_1632	0.828120	0.855900	0.09426880
biodiversity_1635	0.764627	0.815889	0.05324936
biodiversity_1636	0.714944	0.761126	0.12566376
biodiversity_1638	0.812778	0.878304	0.01861954
biodiversity_1639	0.869827	0.905603	0.11104965
biodiversity_1641	0.809541	0.850284	0.06102371
biodiversity_1642	0.592653	0.622419	0.02457047
biodiversity_1643	0.836188	0.899642	0.02664566
biodiversity_1644	0.941183	0.972260	0.01966476
biodiversity_1646	0.806362	0.842616	0.13088608
biodiversity_1647	0.859007	0.891760	0.06981659
biodiversity_1650	0.865361	0.905418	0.05344009
biodiversity_1651	0.847906	0.886060	0.09243774
biodiversity_1653	0.794379	0.834714	0.03544998
biodiversity_1654	0.909155	0.950392	0.02045441
biodiversity_1661	0.344212	0.407650	0.00349045
biodiversity_1662	0.494031	0.676316	0.00144958
biodiversity_1669	0.907824	0.931366	0.02456665
biodiversity_1677	0.912913	0.936623	0.02853012
biodiversity_1678	0.883575	0.924441	0.05205154
biodiversity_1679	0.873162	0.904876	0.12776566
biodiversity_1680	0.875334	0.908352	0.08682632
biodiversity_1681	0.818089	0.872562	0.00841141
biodiversity_1684	0.772448	0.838089	0.04759216
biodiversity_1685	0.895070	0.946322	0.05393982
biodiversity_1686	0.829393	0.881866	0.13549423
biodiversity_1687	0.820098	0.866660	0.16169739
biodiversity_1688	0.819376	0.845050	0.08931732
biodiversity_1690	0.833246	0.897625	0.01911545
biodiversity_1691	0.926146	0.957875	0.01213455
biodiversity_1693	0.783552	0.818496	0.13793564
biodiversity_1694	0.871062	0.901169	0.05643082
biodiversity_1696	0.755327	0.797115	0.07033920
biodiversity_1697	0.731390	0.778288	0.05727768
biodiversity_1699	0.833675	0.872051	0.05545425
biodiversity_1701	0.006035	0.000000	0.00029755
biodiversity_1709	0.380211	0.395014	0.01667786
biodiversity_1710	0.200712	0.191176	0.00051880
biodiversity_1711	0.801674	0.874472	0.00632095
biodiversity_1712	0.840911	0.916626	0.01551056
biodiversity_1714	0.870975	0.901354	0.05549240
biodiversity_1715	0.914057	0.943108	0.07912064
biodiversity_1726	0.867145	0.907069	0.10684967
biodiversity_1727	0.926471	0.955732	0.03593445
biodiversity_1729	0.825355	0.880117	0.05237579
biodiversity_1731	0.171497	0.147012	0.01691818
biodiversity_1732	0.866320	0.910296	0.08347702
biodiversity_1735	0.802961	0.832167	0.05614090
biodiversity_1736	0.697171	0.740731	0.01399231
biodiversity_1739	0.713846	0.748804	0.04226303
biodiversity_1741	0.851446	0.887500	0.06103516
biodiversity_1742	0.774283	0.827046	0.01071930
biodiversity_1743	0.750397	0.790320	0.06785965
biodiversity_1744	0.750428	0.789460	0.05718231
biodiversity_1746	0.857752	0.902374	0.05013275
biodiversity_1756	0.566272	0.582005	0.03781891
biodiversity_1757	0.728524	0.775566	0.02376175
biodiversity_1758	0.583747	0.592884	0.01211548
biodiversity_1759	0.749916	0.823213	0.01633453
biodiversity_1760	0.727368	0.782640	0.01577759
biodiversity_1761	0.877053	0.907304	0.04987717
biodiversity_1762	0.914098	0.948403	0.06927490
biodiversity_1763	0.859619	0.900240	0.02546692
biodiversity_1765	0.799118	0.819095	0.01138687
biodiversity_1771	0.630376	0.691696	0.00863647
biodiversity_1772	0.869689	0.897368	0.08768082
biodiversity_1773	0.921014	0.950546	0.09842682
biodiversity_1775	0.973637	0.998678	0.00865555
biodiversity_1776	0.850906	0.902209	0.07130814
biodiversity_1777	0.804640	0.863574	0.06965256
biodiversity_1779	0.818926	0.856591	0.11257172
biodiversity_1780	0.823881	0.856204	0.11778641
biodiversity_1781	0.867893	0.908888	0.01536560
biodiversity_1782	0.239618	0.210429	0.00826645
biodiversity_1783	0.620887	0.689432	0.00826645
biodiversity_1786	0.544415	0.591513	0.00746155
biodiversity_1787	0.829371	0.874812	0.06606293
biodiversity_1788	0.834366	0.880298	0.06606293
biodiversity_1790	0.791353	0.834967	0.03892517
biodiversity_1791	0.837130	0.875697	0.05401230
biodiversity_1801	0.408119	0.464032	0.00753021
biodiversity_1803	0.763788	0.786722	0.07705307
biodiversity_1805	0.569428	0.636600	0.03074646
biodiversity_1806	0.083394	0.000000	0.00082397
biodiversity_1809	0.899872	0.928821	0.07326126
biodiversity_1810	0.905505	0.935846	0.07165146
biodiversity_1819	0.854541	0.896033	0.04568100
biodiversity_1821	0.907539	0.928484	0.08059692
biodiversity_1822	0.885297	0.917993	0.02851486
biodiversity_1823	0.862336	0.919553	0.06795120
biodiversity_1825	0.792727	0.858067	0.03480530
biodiversity_1826	0.806872	0.862334	0.08850479
biodiversity_1827	0.783077	0.834688	0.07788086
biodiversity_1828	0.489720	0.538940	0.00920868
biodiversity_1833	0.491784	0.519363	0.01438141
biodiversity_1834	0.505086	0.540070	0.01842117
biodiversity_1836	0.876524	0.945303	0.01234436
biodiversity_1837	0.888392	0.941796	0.01376343
biodiversity_1840	0.692584	0.768902	0.00534821
biodiversity_1842	0.856393	1.000000	0.00093079
biodiversity_1843	0.942581	1.000000	0.00358963
biodiversity_1845	0.940887	0.985014	0.00279999
biodiversity_1848	0.653723	0.715218	0.01869965
biodiversity_1849	0.649209	0.712605	0.02950668
biodiversity_1850	0.836751	0.869267	0.06054688
biodiversity_1857	0.882722	0.908919	0.07651901
biodiversity_1858	0.676738	0.752933	0.00552750
biodiversity_1867	0.881128	0.910869	0.12813950
biodiversity_1868	0.879154	0.912639	0.16029739
biodiversity_1870	0.907565	0.952540	0.08672714
biodiversity_1871	0.908039	0.952851	0.08964539
biodiversity_1872	0.836134	0.888188	0.06529999
biodiversity_1873	0.765191	0.819531	0.04601669
biodiversity_1874	0.700036	0.780827	0.02001572
biodiversity_1875	0.624867	0.721624	0.00920868
biodiversity_1880	0.517203	0.551180	0.02101898
biodiversity_1882	0.573346	0.660952	0.01401901
biodiversity_1883	0.521143	0.544237	0.01310730
biodiversity_1885	0.908336	0.977345	0.00724030
biodiversity_1886	0.789332	0.837821	0.01841736
biodiversity_1888	0.993083	1.000000	0.01648331
biodiversity_1889	0.946677	0.976714	0.06175995
biodiversity_1891	0.851758	0.900536	0.03417206
biodiversity_1893	0.889245	0.949710	0.00591660
biodiversity_1896	0.363004	0.374309	0.01725388
biodiversity_1897	0.202184	0.184891	0.00959396
biodiversity_1903	0.955098	0.986903	0.01805878
biodiversity_1905	0.878443	0.933316	0.01475906
biodiversity_1915	0.887616	0.919314	0.25728989
biodiversity_1916	0.907880	0.940074	0.20675659
biodiversity_1917	0.866207	0.914870	0.12488556
biodiversity_1919	0.908956	0.946800	0.06568146
biodiversity_1920	0.875062	0.917443	0.05526352
biodiversity_1921	0.814402	0.871475	0.02692032
biodiversity_1922	0.774491	0.808058	0.02565765
biodiversity_1923	0.658108	0.731575	0.02820969
biodiversity_1924	0.853089	0.905620	0.06713486
biodiversity_1926	0.636598	0.663962	0.01128387
biodiversity_1929	0.009476	0.000000	0.00076294
biodiversity_1930	0.436244	0.450230	0.00747299
biodiversity_1934	0.921883	0.959787	0.02295685
biodiversity_1936	0.922287	0.962937	0.06082916
biodiversity_1939	0.846721	0.901225	0.03363800
biodiversity_1941	0.735286	0.792998	0.00501251
biodiversity_1944	0.606268	0.680420	0.01562500
biodiversity_1945	0.673239	0.736572	0.01562500
biodiversity_1950	0.765358	0.846608	0.00258636
biodiversity_1952	0.890482	0.936798	0.04345703
biodiversity_1953	0.012640	0.000000	0.00011444
biodiversity_1958	0.477112	0.516990	0.00628662
biodiversity_1959	0.818307	0.890673	0.04134750
biodiversity_1960	0.879450	0.918907	0.11111069
biodiversity_1961	0.844064	0.878140	0.15442276
biodiversity_1962	0.850405	0.882171	0.19023514
biodiversity_1963	0.863855	0.894743	0.16471863
biodiversity_1965	0.857631	0.910753	0.02440643
biodiversity_1967	0.842570	0.874909	0.12564087
biodiversity_1968	0.693159	0.736654	0.08882523
biodiversity_1971	0.826486	0.858806	0.12714386
biodiversity_1972	0.857576	0.893595	0.08916092
biodiversity_1973	0.798329	0.834704	0.03013992
biodiversity_1975	0.354652	0.406465	0.00554657
biodiversity_1977	0.477790	0.490051	0.00671005
biodiversity_1979	0.151768	0.176471	0.00428009
biodiversity_1980	0.929076	0.976471	0.00713348
biodiversity_1982	0.713279	0.747745	0.02791595
biodiversity_1986	0.563863	0.638934	0.01173782
biodiversity_1987	0.719058	0.769073	0.01675034
biodiversity_1988	0.789007	0.853120	0.00501251
biodiversity_1991	0.712836	0.793136	0.01211548
biodiversity_1996	0.185544	0.090206	0.00296021
biodiversity_1998	0.808821	0.864157	0.07093430
biodiversity_1999	0.851209	0.911023	0.13890839
biodiversity_2000	0.886083	0.947575	0.08469772
biodiversity_2006	0.905097	0.938822	0.15763092
biodiversity_2007	0.908471	0.944460	0.15955353
biodiversity_2008	0.830871	0.876369	0.08392715
biodiversity_2009	0.480070	0.503172	0.04209137
biodiversity_2013	0.776790	0.822054	0.03680801
biodiversity_2014	0.812878	0.847238	0.10310745
biodiversity_2015	0.691110	0.737513	0.07270813
biodiversity_2016	0.613337	0.702016	0.01532364
biodiversity_2017	0.736836	0.770533	0.05271530
biodiversity_2019	0.876491	0.908211	0.03470230
biodiversity_2020	0.823437	0.861218	0.01885605
biodiversity_2026	0.504846	0.601905	0.00200272
biodiversity_2027	0.878294	0.980072	0.00210571
biodiversity_2029	0.780367	0.810774	0.03937149
biodiversity_2043	0.217239	0.189433	0.00296021
biodiversity_2044	0.847522	0.913357	0.02593231
biodiversity_2047	0.881377	0.937826	0.08620453
biodiversity_2049	0.822947	0.880342	0.00178528
biodiversity_2050	0.850666	0.876562	0.03754807
biodiversity_2051	0.741025	0.776938	0.07115936
biodiversity_2053	0.855975	0.886750	0.17596436
biodiversity_2054	0.843068	0.868695	0.11373901
biodiversity_2061	0.714904	0.784221	0.01131439
biodiversity_2062	0.624728	0.713082	0.01131439
biodiversity_2077	0.860221	0.889481	0.01860428
biodiversity_2078	0.659573	0.782993	0.00560760
biodiversity_2091	0.891799	0.932642	0.00883484
biodiversity_2093	0.662073	0.763242	0.02729416
biodiversity_2096	0.931738	0.962144	0.06731415
biodiversity_2097	0.880926	0.906962	0.15715790
biodiversity_2098	0.844061	0.871578	0.16705704
biodiversity_2099	0.781230	0.823273	0.04632187
biodiversity_2100	0.790863	0.806008	0.05968094
biodiversity_2101	0.746949	0.764494	0.04875565
biodiversity_2103	0.110012	0.077298	0.01253510
biodiversity_2104	0.025507	0.005173	0.01253510
biodiversity_2108	0.002100	0.000000	0.00051117
biodiversity_2114	0.335754	0.358733	0.00445557
biodiversity_2115	0.294435	0.324104	0.02108002
biodiversity_2123	0.766638	0.797984	0.04390335
biodiversity_2125	0.683334	0.789344	0.01546478
biodiversity_2135	0.323460	0.379707	0.00364685
biodiversity_2136	0.879066	0.914731	0.02791595
biodiversity_2139	0.907031	0.936813	0.09780121
biodiversity_2140	0.906984	0.939699	0.16043091
biodiversity_2141	0.890495	0.925322	0.10497284
biodiversity_2142	0.928909	0.959769	0.07471848
biodiversity_2143	0.928081	0.957782	0.06885147
biodiversity_2144	0.898630	0.927476	0.11960983
biodiversity_2146	0.938073	1.000000	0.00135422
biodiversity_2147	0.063159	0.000000	0.00000381
biodiversity_2151	0.002923	0.000000	0.00000381
biodiversity_2160	0.328616	0.287671	0.00445557
biodiversity_2161	0.395236	0.427226	0.00445557
biodiversity_2169	0.783198	0.843516	0.01935577
biodiversity_2170	0.804623	0.834577	0.10942078
biodiversity_2177	0.727756	0.913326	0.01056290
biodiversity_2179	0.682622	0.710756	0.02886963
biodiversity_2180	0.049658	0.000000	0.00008774
biodiversity_2181	0.836378	0.874118	0.01081848
biodiversity_2182	0.891123	0.921081	0.14936066
biodiversity_2184	0.869389	0.899413	0.29914856
biodiversity_2185	0.866839	0.904707	0.37401199
biodiversity_2188	0.918144	0.943763	0.10351181
biodiversity_2190	0.936077	0.993111	0.00332260
biodiversity_2194	0.737397	0.891791	0.00511169
biodiversity_2196	0.044213	0.000000	0.00471115
biodiversity_2198	0.109494	0.115214	0.00258255
biodiversity_2202	0.007505	0.000000	0.00180435
biodiversity_2203	0.084684	0.109937	0.00180435
biodiversity_2216	0.799080	0.855341	0.01935577
biodiversity_2217	0.837183	0.870909	0.09172440
biodiversity_2219	0.859831	0.899370	0.08358765
biodiversity_2220	0.878041	0.916502	0.02128983
biodiversity_2224	0.855872	0.966414	0.01056290
biodiversity_2227	0.768108	0.855763	0.02210999
biodiversity_2228	0.862298	0.898978	0.04965591
biodiversity_2229	0.910554	0.938837	0.19783401
biodiversity_2230	0.883974	0.914384	0.23467636
biodiversity_2233	0.890038	0.926607	0.33935165
biodiversity_2234	0.901875	0.938725	0.20967484
biodiversity_2240	0.655793	0.778434	0.00516510
biodiversity_2244	0.230507	0.263075	0.00729370
biodiversity_2265	0.770363	0.813576	0.07243729
biodiversity_2266	0.782590	0.818906	0.11827850
biodiversity_2267	0.839595	0.873912	0.06050873
biodiversity_2269	0.273171	0.299247	0.00708771
biodiversity_2270	0.187885	0.191066	0.00708771
biodiversity_2272	0.926003	0.985981	0.00163269
biodiversity_2273	0.802616	0.876613	0.06415176
biodiversity_2274	0.775717	0.826679	0.12153625
biodiversity_2275	0.788963	0.837539	0.09976959
biodiversity_2276	0.865197	0.893634	0.06154251
biodiversity_2277	0.911485	0.928991	0.02079010
biodiversity_2278	0.918482	0.950537	0.06069565
biodiversity_2280	0.925599	0.942203	0.06580353
biodiversity_2281	0.838717	0.869405	0.08301544
biodiversity_2312	0.818968	0.856994	0.07671738
biodiversity_2315	0.872775	0.995423	0.00166702
biodiversity_2316	0.280989	0.310357	0.01068115
biodiversity_2320	0.831828	0.883226	0.05471802
biodiversity_2321	0.772615	0.819018	0.10863495
biodiversity_2322	0.757962	0.795533	0.06779861
biodiversity_2328	0.793415	0.831300	0.04253387
biodiversity_2340	0.009491	0.000000	0.00191116
biodiversity_2342	0.383220	0.383372	0.00330353
biodiversity_2358	0.709433	0.807953	0.00844193
biodiversity_2359	0.897888	0.943952	0.02538681
biodiversity_2361	0.871796	0.900253	0.14176941
biodiversity_2363	0.595864	0.648056	0.02610016
biodiversity_2364	0.663499	0.700713	0.07809448
biodiversity_2370	0.396687	0.448119	0.00334549
biodiversity_2375	0.901035	0.933036	0.03503418
biodiversity_2388	0.437714	0.455011	0.00521469
biodiversity_2405	0.796527	0.818789	0.05481720
biodiversity_2407	0.863226	0.924851	0.00893402
biodiversity_2411	0.865176	0.897164	0.07344818
biodiversity_2412	0.822021	0.861687	0.02338791
biodiversity_2420	0.970681	0.999124	0.00871277
col1_0002	0.686066	0.717947	0.06117249
col1_0003	0.885638	0.905562	0.21735764
col1_0004	0.966222	0.985979	0.35179138
col1_0005	0.964302	0.982175	0.23711777
col1_0006	0.781100	0.905261	0.05278778
col1_0007	0.701262	0.734148	0.04024887
col1_0008	0.700917	0.731381	0.04195023
col1_0009	0.722836	0.801291	0.00531769
col1_0010	0.714529	0.929008	0.03057480
col1_0011	0.916718	0.939677	0.09232712
col1_0012	0.905027	0.936002	0.06175232
col1_0013	0.730607	0.756592	0.04311371
col1_0014	0.753176	0.780370	0.04267502
col1_0015	0.826811	0.845805	0.02100372
col1_0016	0.747110	0.773045	0.02185059
col1_0017	0.805411	0.869264	0.04464340
col1_0018	0.825010	0.873791	0.04379654
col1_0019	0.750283	0.777798	0.02072144
col1_0021	0.800705	0.823829	0.02100372
col1_0022	0.765405	0.799681	0.02393723
col1_0023	0.723927	0.768714	0.05901337
col1_0024	0.698121	0.730086	0.05607986
col1_0025	0.711373	0.810989	0.00347137
col1_0026	0.845125	0.965079	0.00120163
col1_0027	0.028832	0.000000	0.00208282
col1_0028	0.700867	0.758773	0.02598190
col1_0029	0.691675	0.708673	0.05902863
col1_0030	0.582090	0.605929	0.03512955
col1_0033	0.264077	0.243133	0.00374985
col1_0034	0.676364	0.706434	0.02561188
col1_0035	0.620894	0.650672	0.02186203
den0_0004	0.075423	0.045576	0.00284576
den0_0007	0.843254	0.878610	0.01690674
den0_0008	0.673630	0.682604	0.01412201
den0_0009	0.159869	0.121984	0.00284576
den0_0011	0.832571	0.867903	0.04588699
den0_0012	0.902186	0.931897	0.01770020
den0_0016	0.804188	0.843881	0.04183197
den0_0017	0.943402	0.982318	0.01208115
den0_0020	0.959031	0.993341	0.00630188
den0_0021	0.241575	0.263415	0.00156403
den0_0024	0.836136	0.950735	0.01401520
den0_0025	0.906162	0.944319	0.02192307
den0_0026	0.858978	0.924414	0.02018738
den0_0027	0.836274	0.883726	0.01765060
den0_0028	0.875532	0.965497	0.01315689
den0_0029	0.905288	0.944987	0.02773666
den0_0030	0.827313	0.862423	0.02528763
den0_0031	0.833304	0.881351	0.06674576
den0_0032	0.860385	0.905669	0.03324127
den0_0033	0.931538	0.965042	0.04594040
den0_0035	0.830721	0.866219	0.00966644
den0_0036	0.908613	0.940273	0.21204376
den0_0037	0.926656	0.957822	0.19427109
den0_0038	0.869492	0.922847	0.07020950
den0_0039	0.860050	0.904315	0.02033234
den0_0041	0.936687	0.963902	0.41171265
den0_0042	0.937331	0.959669	0.38599777
den0_0043	0.710588	0.777534	0.07637405
den0_0044	0.829370	0.884569	0.00313950
den0_0046	0.903157	0.941291	0.27913666
den0_0047	0.903441	0.941865	0.23766708
den0_0048	0.408037	0.450147	0.03894806
den1_0002	0.789561	0.862273	0.02517700
den1_0003	0.963776	0.997263	0.06828690
den1_0004	0.965192	0.995222	0.04310989
den1_0007	0.253717	0.258538	0.02937698
den1_0008	0.928567	0.980360	0.08701706
den1_0012	0.127486	0.067447	0.01662827
den1_0013	0.864763	0.926890	0.09381485
den1_0014	0.902094	0.933283	0.08547974
den1_0015	0.605836	0.635342	0.00848389
den1_0017	0.588115	0.664349	0.01426315
den1_0018	0.893504	0.936949	0.08833313
den1_0019	0.911288	0.948181	0.07928467
den1_0021	0.780131	0.871575	0.00891113
den1_0022	0.871514	0.930081	0.01227570
den1_0023	0.850698	0.908157	0.04195023
den1_0024	0.737008	0.814454	0.03488922
den3_0003	0.787424	0.839864	0.01460266
den3_0004	0.783644	0.828370	0.01460266
den3_0007	0.811161	0.918133	0.01560974
den3_0008	0.804211	0.857771	0.01560974
den3_0011	0.659636	0.705017	0.00881958
den4_0003	0.954449	0.989276	0.00284576
den4_0006	0.974443	1.000000	0.00384903
den4_0007	0.969733	0.993131	0.01832581
den4_0008	0.896303	0.937654	0.02006912
den4_0009	0.921203	0.958033	0.02326965
den4_0010	0.908753	0.961538	0.02043152
den4_0011	0.933233	0.978143	0.02809906
den4_0012	0.839314	0.888488	0.01163101
den4_0013	0.950834	0.985133	0.04618454
den4_0014	0.947124	0.985200	0.03092957
den4_0015	0.929909	0.980382	0.02197266
den4_0017	0.938090	0.978715	0.02975082
den4_0018	0.884920	0.963574	0.01434708
den4_0019	0.939905	0.982463	0.00935364
den5_0001	0.884506	0.945175	0.01739502
den5_0003	0.552893	0.523810	0.00008011
den5_0004	0.480000	0.676923	0.00024796
den6_0003	0.888449	0.980804	0.00417328
den6_0005	0.912889	0.960010	0.01516724
den6_0006	0.830610	0.893543	0.00437164
ireland1_0017	0.426735	0.519228	0.02767563
